year	month	day	max_wind_gust	xwser	avg_wind_speed	awser	avg_wind_dir	awder	sol_rad	soler	max_air_temp	xater	min_air_temp	nater	avg_air_temp	aater	max_rel_hum	xrher	min_rel_hum	nrher	avg_rel_hum	arher	avg_dewpt_temp	adper	precip	pcer	pot_evapot	pevaper	max_soiltemp_4in_sod	xst4soder	min_soiltemp_4in_sod	nst4soder	avg_soiltemp_4in_sod	ast4soder	max_soiltemp_8in_sod	xst8soder	min_soiltemp_8in_sod	nst8soder	avg_soiltemp_8in_sod	ast8soder	max_soiltemp_4in_bare	xst4bareer	min_soiltemp_4in_bare	nst4bareer	avg_soiltemp_4in_bare	ast4bareer	max_soiltemp_2in_bare	xst2bareer	min_soiltemp_2in_bare	nst2bareer	avg_soiltemp_2in_bare	ast2bareer	site
2018	1	17	20.9		9.9		238.5		12.7		23.5		-1.9		11.2		85.1		59.7		74.4		4.5		0.00		0.03		28.9		24.3		26.4		29.4		27.3		28.4		25.2		17.5		21.3		26.5		15.3		20.7		sni
2018	1	18	25.5		13.1		222.3		12.1		41.0		16.0		28.7		76.4		40.7		59.1		15.8		0.00		0.06		31.1		25.6		28.3		30.9		27.9		29.2		30.0		21.9		25.8		32.2		21.2		27.0		sni
2018	1	19	25.8		13.4		205.7		10.4		50.7		29.2		39.7		64.7		36.2		50.9		22.7		0.00		0.09		31.6		28.4		30.3		31.3		29.9		30.7		30.9		26.4		29.1		33.8		27.1		30.8		sni
2018	1	20	16.3		8.5		191.5		5.8		49.7		31.5		41.9		91.4		56.0		76.4		34.9		0.00		0.04		32.1		31.5		31.7		31.6		31.3		31.5		32.3		30.9		31.3		37.5		32.8		34.3		sni
2018	1	21	23.4		8.2		152.8		4.5		63.0		35.7		49.6		95.8		72.9		89.0		46.4		0.03		0.04		39.8		31.9		35.5		34.4		31.6		32.1		41.5		31.4		36.1		47.7		33.2		40.2		sni
2018	1	22	38.7		15.0		193.9		9.8		59.6		35.1		49.6		97.7		45.2		80.6		43.3		1.44		0.07		48.1		38.6		43.0		42.5		34.4		39.3		47.5		36.8		42.5		53.0		37.7		45.8		sni
2018	1	23	31.8		15.4		293.1		2.1		37.2		29.2		33.2		95.3		72.2		82.3		28.3		0.01		0.02		38.6		33.7		35.7		39.1		35.0		36.7		36.8		32.7		34.3		37.7		13.3		35.3		sni
2018	1	24	16.8		6.8		255.3		10.8		37.6		26.6		30.6		92.9		59.5		75.7		23.7		0.00		0.05		39.5		33.1		34.9		37.3		34.2		35.3		38.6		32.1		33.8		42.9		33.1		35.3		sni
2018	1	25	20.3		10.0		181.9		12.5		56.4		27.8		41.4		92.1		36.0		64.1		29.2		0.00		0.08		42.3		32.9		36.2		38.9		34.1		36.0		41.9		31.8		35.1		47.1		32.7		36.9		sni
2018	1	26	34.0		15.3		173.3		7.1		55.7		37.2		47.4		76.7		35.6		54.1		30.9		0.00		0.10		42.1		33.9		38.0		39.9		35.2		37.4		41.8		32.8		37.2		46.0		33.6		39.5		sni
2018	1	27	22.0		8.9		256.1		13.1		54.1		30.2		44.8		80.4		26.8		57.1		29.6		0.00		0.09		48.7		38.1		42.7		44.3		39.7		41.3		48.7		36.5		41.9		53.9		36.1		44.1		sni
2018	1	28	20.3		8.0		294.5		12.9		50.7		25.8		36.3		89.5		39.2		70.0		27.0		0.00		0.08		46.1		34.7		39.2		42.3		36.8		39.5		46.1		33.3		38.1		51.3		33.5		39.4		sni
2018	1	29	23.0		12.7		319.6		6.2		30.0		18.9		26.8		83.8		53.4		72.6		19.1		0.00		0.04		37.5		33.7		35.7		39.5		35.8		37.3		35.9		32.3		34.2		37.7		31.8		34.8		sni
2018	1	30	28.4		10.4		205.7		11.6		35.7		13.2		26.3		92.1		38.7		64.8		15.2		0.00		0.06		33.7		32.3		32.8		35.8		34.0		34.5		32.3		30.0		31.2		35.2		27.9		31.7		sni
2018	1	31	28.2		11.7		245.9		7.1		50.0		33.7		40.3		77.7		41.6		58.5		26.7		0.00		0.07		40.8		33.2		36.5		38.6		34.3		36.1		41.0		32.0		35.8		44.9		33.1		37.8		sni


																																																				
M = Missing Data																																																					
E = Estimated Data																																																					
																																																					
If ICN data are used, the program and network should be referenced.  Our suggested citation is
Water and Atmospheric Resources Monitoring Program. Illinois Climate Network. (2018). Illinois State Water Survey, 2204 Griffith Drive, Champaign, IL 61820-7495. http://dx.doi.org/10.13012/J8MW2F2Q.																																																				
